gross,genres,,movie_title,budget,Net 
81593527,Adventure|Drama|Family,,Eight Below,40000000,41593527
75274748,Comedy|Drama,,The Intern,35000000,40274748
90835030,Action|Comedy,,Ride Along 2,40000000,50835030
72455275,Action|Adventure|Drama|Romance|War,,The Last of the Mohicans,40000000,32455275
75305995,Biography|Drama|Music,,Ray,40000000,35305995
74098862,Crime|Thriller,,Sin City,40000000,34098862
72266306,Crime|Drama|Mystery|Thriller,,Vantage Point,40000000,32266306
71347010,Comedy|Romance,,"I Love You, Man",40000000,31347010
70836296,Comedy|Drama|Fantasy|Romance,,Shallow Hal,40000000,30836296
70405498,Drama|History|Thriller,,JFK,40000000,30405498
70163652,Comedy|Crime,,Big Momma's House 2,40000000,30163652
66808615,Adventure|Comedy|Crime|Romance,,The Mexican,34000000,32808615
115603980,Biography|Drama|Sport|War,,Unbroken,65000000,50603980
64149837,Comedy|Drama|Family|Fantasy|Romance,,17 Again,20000000,44149837
83906114,Comedy|Romance,,The Other Woman,40000000,43906114
66466372,Horror,,The Final Destination,40000000,26466372
72306065,Drama|History|Thriller,,Bridge of Spies,40000000,32306065
59068786,Action|Drama|Thriller|War,,Behind Enemy Lines,40000000,19068786
60923325,Comedy|Music,,Get Him to the Greek,,60923325
57887882,Comedy|Drama|Romance,,Shall We Dance,50000000,7887882
53955614,Action|Adventure|Comedy|Family|Sci-Fi,,Small Soldiers,40000000,13955614
54967359,Action|Horror,,Spawn,40000000,14967359
54228104,Action|Adventure|Drama|Romance|Thriller,,The Count of Monte Cristo,35000000,19228104
57981889,Crime|Drama|Thriller,,The Lincoln Lawyer,40000000,17981889
61094903,Action|Mystery|Thriller,,Unknown,30000000,31094903
53082743,Drama|Mystery|Sci-Fi|Thriller,,The Prestige,40000000,13082743
54414716,Comedy|Crime,,Horrible Bosses 2,42000000,12414716
57011847,Adventure|Animation|Comedy|Family|Sci-Fi,,Escape from Planet Earth,40000000,17011847
50859889,Action|Adventure|Drama|Thriller,,Apocalypto,40000000,10859889
51185897,Action|Adventure|Thriller,,The Living Daylights,30000000,21185897
52000688,Action|Adventure|Sci-Fi|Thriller,,Predators,40000000,12000688
49851591,Comedy|Crime|Romance,,Legal Eagles,40000000,9851591
47781388,Mystery|Thriller,,Secret Window,40000000,7781388
52320979,Drama|Fantasy|Romance,,The Lake House,40000000,12320979
47806295,Horror|Mystery|Thriller,,The Skeleton Key,43000000,4806295
51853450,Comedy|Drama|Family|Fantasy,,The Odd Life of Timothy Green,25000000,26853450
46012734,Comedy|Romance,,Made of Honor,40000000,6012734
47034272,Biography|Drama|Music|Musical,,Jersey Boys,40000000,7034272
45856732,Crime|Drama|Thriller,,The Rainmaker,40000000,5856732
59588068,Horror|Mystery|Thriller,,Gothika,40000000,19588068
44175394,Drama|History,,Amistad,36000000,8175394
45500797,Adventure|Drama|Romance,,Medicine Man,40000000,5500797
41797066,Action|Horror|Sci-Fi|Thriller,,Aliens vs. Predator: Requiem,40000000,1797066
38087756,Comedy|Family,,Ri¢hie Ri¢h,40000000,-1912244
37752931,Drama|Romance,,Autumn in New York,40000000,-2247069
50562555,Comedy|Music|Romance,,Music and Lyrics,,50562555
37371385,Adventure|Comedy|Sci-Fi,,Paul,40000000,-2628615
37101011,Comedy|Drama,,The Guilt Trip,40000000,-2898989
38176892,Horror|Mystery,,Scream 4,40000000,-1823108
36283504,Mystery|Thriller,,8MM,40000000,-3716496
35183792,Biography|Drama|Music|Musical,,The Doors,38000000,-2816208
38543473,Comedy,,Sex Tape,40000000,-1456527
36037909,Comedy|Drama,,Hanging Up,60000000,-23962091
42575718,Horror,,Final Destination 5,40000000,2575718
33864342,Comedy|Crime|Romance,,Mickey Blue Eyes,40000000,-6135658
33508922,Drama,,Pay It Forward,40000000,-6491078
42071069,Comedy|Drama|Romance|Sport,,Fever Pitch,30000000,12071069
,Animation|Comedy|Family,,Arthur            ,,0
32853640,Comedy|Drama,,Drillbit Taylor,40000000,-7146360
42615685,Comedy|Western,,A Million Ways to Die in the West,40000000,2615685
32055248,Action|Adventure|Crime|Fantasy|Mystery|Thriller,,The Shadow,25000000,7055248
31836745,Adventure|Drama|Mystery,,Extremely Loud & Incredibly Close,40000000,-8163255
30993544,Comedy|Drama|Romance,,Morning Glory,40000000,-9006456
30981850,Biography|Crime|Drama|Music,,Get Rich or Die Tryin',40000000,-9018150
30199105,Action|Adventure|Crime|Thriller,,The Art of War,40000000,-9800895
29077547,Drama|Musical|Romance,,Rent,40000000,-10922453
29374178,Crime|Drama|Horror|Thriller,,Bless the Child,40000000,-10625822
28535768,Comedy,,The Out-of-Towners,40000000,-11464232
27663982,Horror|Sci-Fi|Thriller,,The Island of Dr. Moreau,40000000,-12336018
27053815,Action|Adventure|Romance,,The Musketeer,40000000,-12946185
26814957,Biography|Drama|History|Romance,,The Other Boleyn Girl,35000000,-8185043
25178165,Drama|Romance,,Sweet November,40000000,-14821835
25117498,Horror|Thriller,,The Reaping,40000000,-14882502
32645,Crime|Drama|Romance|Thriller,,Mean Streets,500000,-467355
24332324,Comedy|Drama,,Renaissance Man,40000000,-15667676
36665854,Action|Crime|Drama|Thriller,,Colombiana,40000000,-3334146
22717758,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,,The Magic Sword: Quest for Camelot,40000000,-17282242
22433915,Crime|Drama|Mystery|Thriller,,City by the Sea,60000000,-37566085
22326247,Drama|Romance,,At First Sight,60000000,-37673753
21176322,Action|Comedy|Crime,,Torque,40000000,-18823678
20300000,Drama|Thriller,,City Hall,40000000,-19700000
20302961,Drama,,Showgirls,45000000,-24697039
15962471,Biography|Drama|History|Romance,,Marie Antoinette,40000000,-24037529
14942422,Action|Crime|Thriller,,Kiss of Death,40000000,-25057578
14967182,Action|Crime|Drama|Thriller,,Get Carter,40000000,-25032818
18996755,Drama|Thriller,,The Impossible,45000000,-26003245
14375181,Action|Adventure|Comedy|Music|Thriller,,Ishtar,51000000,-36624819
20999103,Adventure|Animation|Comedy|Crime|Family,,Fantastic Mr. Fox,40000000,-19000897
14448589,Comedy|Romance,,Life or Something Like It,40000000,-25551411
14358033,Comedy|Romance|Sci-Fi|Thriller,,Memoirs of an Invisible Man,40000000,-25641967
33201661,Comedy|Romance,,Amélie,77000000,-43798339
14018364,Comedy|Crime|Family|Romance,,New York Minute,30000000,-15981636
13395939,Comedy|Drama|Romance,,Alfie,60000000,-46604061
20113965,Biography|Drama|Romance,,Big Miracle,40000000,-19886035
13376506,Drama,,The Deep End of the Ocean,40000000,-26623494
13208023,Crime|Horror|Thriller,,Feardotcom,42000000,-28791977
13838130,Action|Adventure|Fantasy|Thriller,,Cirque du Freak: The Vampire's Assistant,40000000,-26161870
5773519,Drama|Horror|Sci-Fi|Thriller,,Victor Frankenstein,40000000,-34226481
9652000,Comedy,,Duplex,40000000,-30348000
12081447,Comedy|Drama|Music,,Soul Men,,12081447
7000000,Action|Adventure|Drama|Thriller,,Raise the Titanic,36000000,-29000000
10431220,Action|Sci-Fi,,Universal Soldier: The Return,24000000,-13568780
10326062,Action|Horror|Mystery|Sci-Fi|Thriller,,Pandorum,33000000,-22673938
6114237,Drama|Mystery|Sci-Fi|Thriller,,Impostor,40000000,-33885763
4835968,Action|Adventure|Thriller,,Extreme Ops,40000000,-35164032
4777007,Comedy|Fantasy|Sci-Fi,,Just Visiting,40000000,-35222993
3675072,Adventure|Sci-Fi|Thriller,,Sunshine,26000000,-22324928
18438149,Comedy|Drama,,A Thousand Words,40000000,-21561851
511920,Adventure|Animation|Comedy|Fantasy|Romance,,Delgo,40000000,-39488080
10640645,Action|Crime|Drama|Mystery|Thriller,,The Gunman,40000000,-29359355
652526,Action|Adventure|Family|Thriller,,Alex Rider: Operation Stormbreaker,40000000,-39347474
80050171,Drama|Mystery|Thriller,,Disturbia,20000000,60050171
7564000,Comedy|Crime|Drama|Thriller,,Hackers,20000000,-12436000
876671,Adventure|Comedy|Drama|Romance|Thriller|War,,The Hunting Party,25000000,-24123329
2869369,Comedy|Fantasy,,The Hudsucker Proxy,30000000,-27130631
128978,Action|Drama|History|Romance|War,,The Warlords,40000000,-39871022
77231,Drama|History|War,,Nomad: The Warrior,25000000,-24922769
4563029,Action|Drama|Sci-Fi|Thriller,,Snowpiercer,39200000,-34636971
,Adventure|Animation|Comedy|Fantasy|Music|Romance,,A Monster in Paris,25000000,-25000000
463730,Comedy,,The Last Shot,,463730
50693162,Action|Drama|Fantasy,,The Crow,23000000,27693162
6498000,Action|Adventure|Drama|Fantasy|War,,Baahubali: The Beginning,18026148,-11528148
63411478,Drama|Fantasy|Romance|Sci-Fi,,The Time Traveler's Wife,39000000,24411478
42640890,Comedy|Romance,,Because I Said So,,42640890
144512310,Action|Crime|Thriller,,The Fast and the Furious,38000000,106512310
35287788,Animation|Comedy|Family|Horror|Sci-Fi,,Frankenweenie,39000000,-3712212
25335935,Action|Adventure|Sci-Fi|Thriller,,Serenity,40000000,-14664065
5881504,Biography|Drama|Romance|Sport,,Against the Ropes,39000000,-33118496
60000000,Action|Comedy|Sci-Fi,,Superman III,39000000,21000000
29802761,Comedy|Sport,,Grudge Match,40000000,-10197239
626809,Action|Adventure|Drama|History|War,,Red Cliff,553632000,-553005191
127214072,Comedy|Romance,,Sweet Home Alabama,38000000,89214072
88915214,Comedy|Romance,,The Ugly Truth,38000000,50915214
30400000,Comedy,,Sgt. Bilko,39000000,-8600000
85570368,Action|Adventure|Comedy|Family|Sci-Fi,,Spy Kids 2: Island of Lost Dreams,38000000,47570368
75668868,Action|Adventure|Mystery|Sci-Fi|Thriller,,Star Trek: Generations,35000000,40668868
6594136,Action|Biography|Drama,,The Grandmaster,38600000,-32005864
58700247,Drama|Romance,,Water for Elephants,38000000,20700247
,Comedy|Family|Sci-Fi,,3rd Rock from the Sun            ,,0
,Adventure|Animation|Family|Fantasy,,Dragon Nest: Warriors' Dawn,40000000,-40000000
50668906,Biography|Drama|Sport,,The Hurricane,38000000,12668906
39177215,Crime|Drama|Thriller,,Enough,38000000,1177215
40334024,Comedy|Crime|Romance,,Heartbreakers,35000000,5334024
71038190,Action|Comedy|Crime,,Paul Blart: Mall Cop 2,30000000,41038190
24044532,Drama|Romance,,Angel Eyes,38000000,-13955468
22770864,Comedy|Drama,,Joe Somebody,38000000,-15229136
18653746,Mystery|Thriller,,The Ninth Gate,38000000,-19346254
17305211,Crime|Drama|Mystery|Thriller,,Extreme Measures,38000000,-20694789
16991902,Drama|Music,,Rock Star,57000000,-40008098
47536959,Drama,,Precious,10000000,37536959
10300000,Adventure|Drama,,White Squall,38000000,-27700000
13782838,Horror|Mystery|Sci-Fi,,The Thing,15000000,-1217162
41997790,Action|Sci-Fi|Thriller,,Riddick,38000000,3997790
6482195,Crime|Mystery|Thriller,,Switchback,37000000,-30517805
623374,Action|Adventure|Drama|Thriller|Western,,Texas Rangers,38000000,-37376626
7871693,Adventure|Family|Fantasy|Sci-Fi,,City of Ember,55000000,-47128307
16377274,Drama,,The Master,32000000,-15622726
,Adventure|Comedy|History|Romance,,Virgin Territory,38000000,-38000000
9589875,Biography|Drama|Sport,,The Express,40000000,-30410125
34912982,Action|Adventure|Sci-Fi|Thriller,,The 5th Wave,38000000,-3087018
109712885,Drama|Sport,,Creed,35000000,74712885
92173235,Crime|Drama|Thriller,,The Town,37000000,55173235
41102171,Comedy|Drama|Romance,,What to Expect When You're Expecting,40000000,1102171
60338891,Comedy|Drama,,Burn After Reading,37000000,23338891
48006503,Adventure|Comedy|Family|Fantasy,,Nim's Island,37000000,11006503
26903709,Action|Biography|Drama|Sport,,Rush,38000000,-11096291
22450975,Drama,,Magnolia,37000000,-14549025
44867349,Action|Comedy|Crime,,Cop Out,37000000,7867349
46813366,Comedy|Romance,,How to Be Single,38000000,8813366
72279690,Drama|Family,,Dolphin Tale,37000000,35279690
191449475,Drama|Fantasy|Romance,,Twilight,37000000,154449475
71026631,Crime|Drama|Thriller,,John Q,36000000,35026631
68208190,Action|Comedy|Crime|Thriller,,Blue Streak,65000000,3208190
150368971,Comedy|Crime,,We're the Millers,37000000,113368971
,Action|Adventure|Sci-Fi,,Obitaemyy ostrov,29500000,-29500000
50129186,Action|Crime|Drama|Mystery|Thriller,,Breakdown,36000000,14129186
55500000,Action|Adventure|Thriller,,Never Say Never Again,36000000,19500000
50213619,Comedy|Sci-Fi,,Hot Tub Time Machine,36000000,14213619
42019483,Drama|Family,,Dolphin Tale 2,36000000,6019483
23360779,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,,Reindeer Games,34000000,-10639221
26183197,Action|Crime|Drama|Thriller,,A Man Apart,36000000,-9816803
20991497,Comedy|Drama|Romance,,Aloha,37000000,-16008503
13052741,Drama|History,,Ghosts of Mississippi,36000000,-22947259
14378353,Drama|Mystery|Romance|Thriller,,Snow Falling on Cedars,36000000,-21621647
33037754,Drama|Horror|Mystery|Thriller,,The Rite,37000000,-3962246
12339633,Drama|Sci-Fi|Thriller,,Gattaca,36000000,-23660367
2954405,Biography|Comedy|Romance,,Isn't She Great,36000000,-33045595
30105968,Adventure|Animation|Comedy|Family|Sci-Fi,,Space Chimps,37000000,-6894032
37788228,Comedy,,Head of State,35200000,2588228
277313371,Comedy,,The Hangover,35000000,242313371
2126511,Action|Biography|Drama|History,,Ip Man 3,36000000,-33873489
205399422,Action|Adventure|Comedy|Crime,,Austin Powers: The Spy Who Shagged Me,33000000,172399422
251188924,Action|Adventure,,Batman,35000000,216188924
1068392,Biography|Drama|War,,There Be Dragons,36000000,-34931608
144731527,Action|Crime|Thriller,,Lethal Weapon 3,35000000,109731527
255950375,Biography|Drama|Sport,,The Blind Side,29000000,226950375
,Action|Comedy|Crime,,Rush Hour            ,,0
112692062,Action|Adventure|Comedy|Family|Sci-Fi,,Spy Kids,35000000,77692062
117528646,Comedy|Crime,,Horrible Bosses,35000000,82528646
171031347,Adventure|Drama|Western,,True Grit,38000000,133031347
124732962,Comedy|Drama|Romance,,The Devil Wears Prada,35000000,89732962
82300000,Adventure|Mystery|Sci-Fi,,Star Trek: The Motion Picture,35000000,47300000
134455175,Comedy|Crime,,Identity Thief,35000000,99455175
79100000,Crime|Thriller,,Cape Fear,35000000,44100000
81159365,Crime|Drama|Thriller,,21,35000000,46159365
110008260,Comedy|Romance,,Trainwreck,35000000,75008260
67962333,Comedy|Romance,,Guess Who,35000000,32962333
78651430,Drama|Romance|War,,The English Patient,27000000,51651430
64604977,Crime|Drama|Mystery|Thriller,,L.A. Confidential,35000000,29604977
63939454,Adventure|Comedy|Family|Sci-Fi,,Sky High,35000000,28939454
63826569,Comedy,,In & Out,35000000,28826569
60054449,Action|Horror|Sci-Fi|Thriller,,Species,35000000,25054449
26505000,Horror,,A Nightmare on Elm Street,1800000,24705000
61280963,Horror|Sci-Fi|Thriller,,The Cell,33000000,28280963
56876365,Action|Adventure,,The Man in the Iron Mask,35000000,21876365
59699513,Biography|Drama|Family|History|Sport,,Secretariat,35000000,24699513
54132596,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,,TMNT,34000000,20132596
52277485,Biography|Drama|Sport,,Radio,35000000,17277485
55802754,Comedy|Romance,,Friends with Benefits,35000000,20802754
55291815,Comedy,,Neighbors 2: Sorority Rising,35000000,20291815
83299761,Biography|Comedy|Drama|History|Music,,Saving Mr. Banks,35000000,48299761
48169908,Biography|Drama|History|Romance,,Malcolm X,33000000,15169908
67523385,Comedy,,This Is 40,35000000,32523385
49474048,Comedy|Family,,Old Dogs,35000000,14474048
45802315,Action|Adventure|Fantasy|Sci-Fi|Thriller,,Underworld: Rise of the Lycans,35000000,10802315
43792641,Comedy|Romance,,License to Wed,35000000,8792641
57651794,Comedy|Romance|Sport,,The Benchwarmers,33000000,24651794
43894863,Comedy|Romance,,Must Love Dogs,30000000,13894863
41954997,Biography|Crime|Drama,,Donnie Brasco,35000000,6954997
39532308,Action|Horror|Sci-Fi,,Resident Evil,33000000,6532308
76600000,Fantasy|Horror,,Poltergeist,10700000,65900000
39692139,Comedy|Crime|Thriller,,The Ladykillers,35000000,4692139
40687294,Action|Crime|Drama|Mystery|Thriller,,Max Payne,35000000,5687294
37553932,Action|Sci-Fi|Thriller,,In Time,40000000,-2446068
37481242,Comedy|Romance,,The Back-up Plan,35000000,2481242
39026186,Comedy|Drama|Romance,,Something Borrowed,35000000,4026186
,Drama|Romance,,Hit the Floor            ,,0
33422806,Adventure|Comedy|Fantasy,,Black Knight,50000000,-16577194
,Comedy|Drama|Family|Sport,,The Bad News Bears,,0
33423521,Action|Adventure|Comedy|Thriller,,Street Fighter,35000000,-1576479
32519322,Biography|Drama|War,,The Pianist,35000000,-2480678
31598308,Horror|Mystery|Thriller,,From Hell,35000000,-3401692
37617947,Drama|Family|Fantasy,,The Nativity Story,30000000,7617947
32048809,Horror,,House of Wax,30000000,2048809
33987757,Drama|Romance,,Closer,27000000,6987757
37304950,Biography|Crime|Drama,,J. Edgar,35000000,2304950
30691439,Horror|Mystery,,Mirrors,35000000,-4308561
30307804,Drama|Fantasy|Horror,,Queen of the Damned,35000000,-4692196
30669413,Action|Horror|Sci-Fi,,Predator 2,35000000,-4330587
28687835,Crime|Drama|Thriller,,Untraceable,35000000,-6312165
26494611,Comedy|Drama|Romance|Sci-Fi,,Blast from the Past,35000000,-8505389
,Action|Adventure|Sci-Fi,,Flash Gordon,20000000,-20000000
25266129,Comedy|Drama|Romance,,Jersey Girl,35000000,-9733871
25863915,Action|Crime|Mystery|Thriller,,Alex Cross,35000000,-9136085
25078937,Crime|Drama|Mystery|Thriller,,Midnight in the Garden of Good and Evil,30000000,-4921063
,Action|Crime|Thriller,,Heist,19000000,-19000000
28995450,Comedy|Family|Fantasy,,Nanny McPhee Returns,35000000,-6004550
24276500,Biography|Crime|Drama,,Hoffa,35000000,-10723500
20981633,Drama|Mystery|Sci-Fi|Thriller,,The X Files: I Want to Believe,30000000,-9018367
22913677,Comedy|Family|Fantasy|Romance,,Ella Enchanted,35000000,-12086323
34531832,Biography|Drama|Sport,,Concussion,35000000,-468168
28064226,Action|Mystery|Thriller,,Abduction,35000000,-6935774
19447478,Adventure|Animation|Comedy|Family|War,,Valiant,35000000,-15552522
19389454,Comedy|Drama,,Wonder Boys,55000000,-35610546
25871834,Action|Comedy|Sci-Fi|Thriller,,Superhero Movie,35000000,-9128166
19692608,Crime|Drama|Thriller,,Broken City,35000000,-15307392
19294901,Comedy|Horror,,Cursed,35000000,-15705099
20275446,Action|Crime|Thriller,,Premium Rush,35000000,-14724554
34507079,Action|Comedy|Crime,,Hot Pursuit,35000000,-492921
18306166,Adventure|Drama|Romance|War,,The Four Feathers,35000000,-16693834
17609982,Action|Crime|Romance|Thriller,,Parker,35000000,-17390018
16831505,Comedy|Romance|Sport,,Wimbledon,31000000,-14168495
17596256,Comedy|Family,,Furry Vengeance,35000000,-17403744
,Action|Horror|Sci-Fi,,Bait,30000000,-30000000
,Action|Adventure|Fantasy,,Krull,27000000,-27000000
14998070,Drama|Thriller|War,,Lions for Lambs,35000000,-20001930
14587732,Action|Drama|Thriller|War,,Flight of the Intruder,35000000,-20412268
18317151,Comedy|Music,,Walk Hard: The Dewey Cox Story,35000000,-16682849
11405825,Drama,,The Shipping News,35000000,-23594175
13264986,Action|Western,,American Outlaws,35000000,-21735014
10991381,Biography|Drama|History|Romance,,The Young Victoria,35000000,-24008619
10268846,Action|Crime|Mystery|Thriller,,Whiteout,35000000,-24731154
13303319,Drama|Fantasy,,The Tree of Life,32000000,-18696681
10076136,Action|Comedy|Thriller,,Knock Off,35000000,-24923864
10499968,Action|Crime|Drama|Thriller,,Sabotage,35000000,-24500032
7659747,Action|Mystery|Thriller,,The Order,38000000,-30340253
7948159,Action|Crime|Drama|Thriller,,Punisher: War Zone,35000000,-27051841
11631245,Action|Adventure|Family|Sci-Fi,,Zoom,35000000,-23368755
10137502,Adventure|Biography|Drama|Thriller,,The Walk,35000000,-24862498
6448817,Action|Adventure|Fantasy,,Warriors of Virtue,35000000,-28551183
7458269,Comedy|Drama|Romance,,A Good Year,35000000,-27541731
,Crime|Drama|Mystery|Thriller,,Luther            ,,0
4651977,Drama,,Radio Flyer,35000000,-30348023
4496583,Crime|Drama,,"Blood In, Blood Out",35000000,-30503417
2221994,Action|Drama|Sci-Fi|Thriller,,Smilla's Sense of Snow,35000000,-32778006
6592103,Crime|Drama|Mystery|Thriller,,Femme Fatale,35000000,-28407897
,Biography|Drama|History|War,,Lion of the Desert,35000000,-35000000
1877179,Adventure|Drama|Romance|War,,The Horseman on the Roof,,1877179
630779,Drama|Romance|War|Western,,Ride with the Devil,35000000,-34369221
5100937,Drama,,Biutiful,,5100937
,Action|Adventure|Romance|Sci-Fi,,The Lovers,,0
,Action|Comedy|Crime|Western,,Bandidas,32000000,-32000000
,Crime|Drama,,Black Water Transit,23000000,-23000000
102413606,Action|Mystery|Sci-Fi|Thriller,,The Maze Runner,34000000,68413606
10214013,Comedy,,Unfinished Business,35000000,-24785987
32000000,Drama|Romance,,The Age of Innocence,30000000,2000000
10139254,Drama|Sci-Fi,,The Fountain,35000000,-24860746
11227940,Action|Adventure|Comedy|Drama|Thriller,,Chill Factor,34000000,-22772060
183125,Action|Crime|Drama|Thriller,,Stolen,35000000,-34816875
15081783,Adventure|Animation|Family|Fantasy,,Ponyo,34000000,-18918217
37432299,Drama|Romance,,The Longest Ride,34000000,3432299
10654581,Drama|Sci-Fi|Thriller,,The Astronaut's Wife,34000000,-23345419
6543194,Adventure|Drama|Romance,,I Dreamed of Africa,34000000,-27456806
13101142,Comedy|Romance|Sport,,Playing for Keeps,35000000,-21898858
8324748,Biography|Drama|History,,Mandela: Long Walk to Freedom,35000000,-26675252
,Biography|Drama|History|Romance,,Reds,35000000,-35000000
141340178,Drama|Thriller,,A Few Good Men,40000000,101340178
51758599,Action|Comedy|Crime|Drama|Thriller,,Exit Wounds,33000000,18758599
117559438,Action|Comedy|Crime,,Big Momma's House,30000000,87559438
4091,Adventure|Animation|Comedy|Family|Fantasy,,Thunder and the House of Magic,34000000,-33995909
21426805,Action|Adventure|Horror|Sci-Fi|Thriller,,The Darkest Hour,30000000,-8573195
35057332,Drama|Music|Romance,,Step Up Revolution,33000000,2057332
34014398,Action|Adventure|Crime|Drama|Thriller,,Snakes on a Plane,33000000,1014398
28927720,Crime|Horror|Mystery|Thriller,,The Watcher,33000000,-4072280
33682273,Action|Crime|Drama|Thriller,,The Punisher,33000000,682273
4280577,Drama|Romance|Sport,,Goal! The Dream Begins,10000000,-5719423
17120019,Action|Crime|Thriller,,Safe,30000000,-12879981
8406264,Comedy|Drama|Romance,,Pushing Tin,38000000,-29593736
309125409,Action|Adventure|Fantasy|Sci-Fi,,Star Wars: Episode VI - Return of the Jedi,32500000,276625409
10955425,Action|Sci-Fi|Thriller,,Doomsday,30000000,-19044575
34180954,Drama|Romance,,The Reader,32000000,2180954
17225675,Comedy,,Wanderlust,,17225675
173381405,Comedy|Family|Fantasy|Romance,,Elf,33000000,140381405
104632573,Drama|Fantasy|Romance|Sci-Fi,,Phenomenon,32000000,72632573
81150692,Adventure|Comedy|Family|Sport,,Snow Dogs,35000000,46150692
60328558,Comedy|Drama|Fantasy,,Scrooged,32000000,28328558
80197993,Comedy|Family|Sport,,Nacho Libre,32000000,48197993
169076745,Comedy|Romance,,Bridesmaids,32500000,136576745
101470202,Comedy|Fantasy,,This Is the End,32000000,69470202
50041732,Horror,,Stigmata,29000000,21041732
48814909,Biography|Drama,,Men of Honor,32000000,16814909
57744720,Action|Crime|Thriller,,Takers,20000000,37744720
21784432,Comedy,,The Big Wedding,35000000,-13215568
37911876,Action|Comedy|Crime,,"Big Mommas: Like Father, Like Son",32000000,5911876
54696902,Mystery|Sci-Fi|Thriller,,Source Code,32000000,22696902
36733909,Adventure|Biography|Drama|Thriller,,Alive,32000000,4733909
35063732,Mystery|Thriller,,The Number 23,32000000,3063732
99462,Action|Adventure|Drama|Family,,The Young and Prodigious T.S. Spivet,33000000,-32900538
,Action|Comedy|War,,1941,35000000,-35000000
32701088,Drama|Family|Sport,,Dreamer: Inspired by a True Story,32000000,701088
31493782,Crime|Drama|Thriller,,A History of Violence,32000000,-506218
43095600,Action|Crime|Thriller,,Transporter 2,32000000,11095600
18636537,Action|Thriller|Western,,The Quick and the Dead,32000000,-13363463
17848322,Comedy|Romance,,Laws of Attraction,28000000,-10151678
16640210,Drama|Thriller,,Bringing Out the Dead,55000000,-38359790
13763130,Action|Crime|Sci-Fi|Thriller,,Repo Men,32000000,-18236870
10956379,Action|Drama|Fantasy|Horror|Thriller,,Dragon Wars: D-War,35000000,-24043621
4357000,Comedy|Family|Fantasy,,Bogus,30000000,-25643000
22525921,Comedy,,The Incredible Burt Wonderstone,30000000,-7474079
3562749,Animation|Comedy|Family|Fantasy|Musical,,Cats Don't Dance,32000000,-28437251
2899970,Drama,,Cradle Will Rock,32000000,-29100030
1304837,Drama|Mystery|Thriller,,The Good German,32000000,-30695163
,Action|Adventure|Comedy|Fantasy|Romance,,George and the Dragon,32000000,-32000000
78800000,Drama|War,,Apocalypse Now,31500000,47300000
17797316,Comedy|Romance,,Going the Distance,32000000,-14202684
82528097,Drama|Music,,Mr. Holland's Opus,6500000,76028097
14268533,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,,Criminal,31500000,-17231467
87100000,Biography|Drama|Romance,,Out of Africa,31000000,56100000
93749203,Drama|Thriller,,Flight,31000000,62749203
62700000,Action|Adventure|Sci-Fi|Thriller,,Moonraker,34000000,28700000
59073773,Adventure|Comedy|Crime|Drama,,The Grand Budapest Hotel,25000000,34073773
24185781,Drama|Mystery,,Hearts in Atlantis,31000000,-6814219
53133888,Comedy|Fantasy|Horror|Thriller,,Arachnophobia,31000000,22133888
44983704,Crime|Drama|Mystery|Sci-Fi|Thriller,,Frequency,31000000,13983704
118099659,Action|Comedy|Fantasy|Sci-Fi,,Ghostbusters,144000000,-25900341
58879132,Adventure|Comedy,,Vacation,31000000,27879132
72077000,Comedy|Crime|Thriller,,Get Shorty,30250000,41827000
170684505,Comedy|Crime|Musical,,Chicago,45000000,125684505
163479795,Comedy|Drama,,Big Daddy,34200000,129279795
145096820,Comedy,,American Pie 2,30000000,115096820
191796233,Adventure|Animation|Comedy|Family|Fantasy,,Toy Story,30000000,161796233
121248145,Action|Adventure|Crime|Thriller,,Speed,25000000,96248145
125014030,Drama|Romance,,The Vow,30000000,95014030
11854694,Drama,,Extraordinary Measures,31000000,-19145306
115648585,Biography|Drama|Sport,,Remember the Titans,30000000,85648585
122012643,Action|Adventure|Thriller,,The Hunt for Red October,30000000,92012643
116631310,Biography|Drama,,Lee Daniels' The Butler,30000000,86631310
114324072,Comedy|Sport,,Dodgeball: A True Underdog Story,20000000,94324072
113502246,Comedy|Fantasy,,The Addams Family,38000000,75502246
108360000,Adventure|Comedy,,Ace Ventura: When Nature Calls,30000000,78360000
108244774,Comedy|Family|Romance,,The Princess Diaries,37000000,71244774
105444419,Comedy,,The First Wives Club,26000000,79444419
100125340,Crime|Drama|Mystery|Thriller,,Se7en,33000000,67125340
115646235,Action|Sci-Fi|Thriller,,District 9,30000000,85646235
85416609,Adventure|Animation|Comedy|Family|Fantasy,,The SpongeBob SquarePants Movie,30000000,55416609
90135191,Crime|Drama|Mystery|Thriller,,Mystic River,25000000,65135191
100422786,Drama|Sport,,Million Dollar Baby,30000000,70422786
106694016,Comedy|Crime,,Analyze This,30000000,76694016
64286,Drama|Romance,,The Notebook,29000000,-28935714
76806312,Comedy|Romance,,27 Dresses,30000000,46806312
79566871,Comedy|Drama|Family|Music|Romance,,Hannah Montana: The Movie,30000000,49566871
76501438,Adventure|Animation|Comedy|Family|Romance,,Rugrats in Paris: The Movie,30000000,46501438
